12001,"来能说。	2017/12/2 9:24","柠檬树。	2017/12/2 9:24","给我唱一首。	2017/12/2 9:25"
14254,"嗯。	2017/11/18 8:07","哈哈哈。	2017/11/18 8:07","鲁冰花。	2017/11/19 8:15"
14255,"小毛驴。	2017/11/5 7:52","小毛驴。	2017/11/5 7:54","小毛驴。	2017/11/5 7:55"
14256,"就这东西最难的。	2017/12/3 13:32","背桑塔耶纳？	2017/12/3 13:32","我要一曲抒情的歌。	2017/12/3 13:33"
14257,"直送红军。	2017/12/21 20:59","洪湖水浪打浪。	2017/12/21 20:59","伤了心的女人怎么了，一首歌？	2017/12/21 21:00"
14258,"我要听小苹果。	2017/11/29 19:03","呼叫吴俊刚电话。	2017/11/29 19:08","周玥的歌。	2017/11/29 20:45"
14259,"请再说一遍。	2017/12/22 19:37","今天什么天气啊。	2017/12/22 19:38","你唱一首。	2017/12/22 19:38"
14260,"哦，你想不想拉便便。	2017/12/15 12:29","我讨厌你。	2017/12/15 12:29","我喜欢你。	2017/12/16 15:42"
14261,"我要到巴中。	2017/11/29 15:08","我肚子饿了。	2017/11/29 19:02","帮我找一下冯佳星。	2017/11/29 19:13"
14262,"关闭屏幕。	2017/11/29 14:06","音乐。	2017/11/29 14:06","的音乐。	2017/11/29 14:10"
14263,"下载酷狗音乐。	2017/11/29 13:28","下载go go音乐。	2017/11/29 13:29","音乐。	2017/11/29 13:29"
14264,"给主人讲个故事。	2017/11/25 10:04","给主人。	2017/11/25 21:01","换一个你不来我不老。	2017/11/25 21:01"
14265,"放一首爱拼才会赢。	2017/12/25 21:25","放一首粤语版的，爱拼才会赢。	2017/12/25 21:26","放一首国语版的爱拼才会赢。	2017/12/25 21:26"
14266,"现在开跑。	2017/10/26 11:21","987654321，看破。	2017/10/26 11:22","美美哒。	2017/10/26 19:26"
14267,"吴磊的思索。	2017/11/29 22:44","无那的色素啊。	2017/11/29 22:44","我那的服服。	2017/11/29 22:45"
14268,"成龙的歌。	2017/11/29 21:14","猴哥。	2017/11/29 21:16","睡眠曲。	2017/11/29 21:19"
14269,"我要听断桥约会。	2017/11/29 14:25","八万。	2017/11/29 14:43","我要听包蔓。	2017/11/29 14:43"
14270,"哈。	2017/12/26 8:58","那时是假期了。	2017/12/26 8:59","七号你这个就是你的家啦。	2017/12/26 8:59"
14271,"下载雨下的女孩你知道吗，歌曲。	2017/11/29 19:07","下载。	2017/11/29 19:07","女孩知道吗，单曲。	2017/11/29 19:07"
14272,"来一首，死不了。	2017/11/29 16:04","狗护花使者，这个。	2017/11/29 16:05","手护花使者。	2017/11/29 16:05"
14273,"有一台给我。	2017/12/6 14:03","绑定设备。	2017/12/15 9:30","帮我播放一首。	2017/12/15 9:42"
14274,"跳个舞吧。	2017/12/17 9:00","小螺号。	2017/12/17 9:11","我在马路边。	2017/12/17 9:15"
14275,"读。	2017/12/23 21:59","播放相声。	2017/12/23 22:09","机器猫。	2017/12/24 19:22"
14276,"远走高飞。	2017/12/17 19:39","听一首远走高飞。	2017/12/17 19:39","听一首远走高飞。	2017/12/17 19:40"
14277,"你总是发微信。	2017/10/26 10:43","我要发微信。	2017/10/26 10:43","啊音乐关了我不听了。	2017/10/26 10:45"
14278,"是傻逼吗？	2017/12/25 0:41","陈慧琳是傻逼吗？	2017/12/25 0:41","你的眼神的智慧你才是傻的，让你注意文明用语。	2017/12/25 0:42"
14279,"请播放多感多喝。	2017/10/26 17:07","请播放多感多野。	2017/10/26 17:07","多请播放多高多远。	2017/10/26 17:08"
14280,"全部都是你。	2017/11/29 22:04","杨洋。	2017/11/29 22:04","你还要我怎样。	2017/11/29 22:05"
14281,"免得他听不懂？	2017/11/29 7:28","澜潭。	2017/11/29 7:28","有尖参的纯音乐。	2017/11/29 7:28"
14282,"自己。	2017/12/31 20:46","遇见你。	2017/12/31 20:47","刚好遇见你。	2017/12/31 20:47"
14283,"这是了。	2017/12/26 17:45","你吃饭了没有。	2017/12/26 17:45","大梦想家。	2017/12/26 20:07"
14284,"今个夏天了，这地方。	2017/10/26 13:17","你的主人是谁，腰就会放了我爷爷。	2017/10/26 13:18","没听懂，听一下天边。	2017/10/26 13:18"
14285,"我想带你去网吧里偷了。	2017/11/29 16:49","放一个林夕。	2017/11/29 16:52","带你去旅行。	2017/11/29 16:52"
14286,"你叫什么名字。	2017/11/29 16:31","没有不冷，他不会说那样的话。	2017/11/29 16:31","我的名字叫老郑。	2017/11/29 16:32"
14287,"怎么连招都放一天？	2017/11/29 23:21","没有。	2017/11/29 23:22","你会不会没有你的明天。	2017/11/29 23:23"
14288,"在图书馆	2017/10/26 6:01","幻想即兴曲	2017/10/26 6:01","麻雀与小孩	2017/10/26 6:01"
14289,"唱一首郑源的歌曲。	2017/11/23 18:38","唱首郑源的歌。	2017/11/23 18:44","水边的阿狄丽娜。	2017/11/23 18:54"
14290,"我。	2017/10/26 9:00","我要听七月上。	2017/10/26 9:00","我要听听。	2017/10/26 15:03"
14291,"这是为何。	2017/12/30 9:17","那一天那样的你。	2017/12/30 9:18","机器。	2017/12/30 9:19"
14292,"性冷淡没有办法。	2017/10/26 18:44","谢谢你小凯。	2017/10/26 18:44","老婆现在怎么办？	2017/10/26 18:44"
14293,"你吃屎	2017/10/26 20:03","你去吃屎吧	2017/10/26 20:03","我是你爸爸	2017/10/26 20:03"
14294,"放歌。	2017/10/26 10:53","放音乐。	2017/10/26 10:53","放薛之谦的歌。	2017/10/26 10:54"
14295,"风中有朵雨做的云。	2017/10/26 14:31","唱一首以后的以后。	2017/10/26 14:44","唱一首丫头。	2017/10/26 15:02"
14296,"具体那个。	2017/11/29 18:23","我想应该感谢，搜不到软件。	2017/11/29 18:25","我想听感谢小云你好。	2017/11/29 18:25"
14297,"请播放阿莲。	2017/11/29 8:53","来个笑话。	2017/11/29 9:06","来一个电话情思。	2017/11/29 9:06"
14298,"我要到江都区人民法院宜陵法庭。	2017/11/29 8:28","我要听歌。	2017/11/29 8:29","我要听歌，请您继续行驶。	2017/11/29 10:44"
14299,"跳跳舞。	2017/12/26 20:44","票。	2017/12/26 20:44","那你唱歌。	2017/12/26 20:47"
14300,"我喜欢一个女孩子怎么办？	2017/11/29 16:17","我喜欢这个女孩子。	2017/11/29 16:17","喜欢你有什么用呀。	2017/11/29 16:18"
14301,"微信。	2017/11/29 7:15","新打工谣。	2017/11/29 7:16","逍遥游国家。	2017/11/29 8:40"
14302,"海绵宝宝是谁	2017/11/29 2:32","海绵宝宝是谁	2017/11/29 5:32","海绵宝宝是谁	2017/11/29 8:32"
14303,"我加你妈教教教教。	2017/10/26 9:46","你妈了个巴子。	2017/10/26 9:46","怎样播放视频呢？	2017/10/26 9:47"
14304,"讲个笑话。	2017/11/29 8:35","我要听一首歌。	2017/11/29 8:36","我要听歌。	2017/11/29 8:38"
14305,"远走高飞。	2017/11/29 10:55","远走高飞。	2017/11/29 10:56","听歌。	2017/11/29 11:20"
14306,"点一首歌唱猫。	2017/11/29 16:26","我换另外一首歌唱猫。	2017/11/29 16:27","点一首不得了。	2017/11/29 16:28"
14307,"宝宝。	2017/12/20 19:57","研究了。	2017/12/20 19:58","还知道为什么呢？	2017/12/20 19:58"
14308,"九9乘以78。	2017/12/13 20:41","你要。	2017/12/13 20:41","你唱首歌。	2017/12/15 11:39"
14309,"突突突哥歌。	2017/11/29 15:48","北虎被吓活咯。	2017/11/29 15:49","被老虎bella和歌。	2017/11/29 15:49"
14310,"我那会还远哇快点送我。	2017/10/26 20:23","苏荷。	2017/10/26 20:23","陈坤。	2017/10/26 20:23"
14311,"那就那个吧。	2017/11/25 17:10","那几天哪。	2017/11/25 17:10","你喜欢什么音乐。	2017/11/25 17:10"
14312,"这首大中国。	2017/11/9 20:13","我想去。	2017/11/9 20:13","读爷爷为我打月饼。	2017/11/9 20:35"
14313,"小鸡。	2017/11/8 20:36","手机。	2017/11/8 20:37","唱小苹果。	2017/11/9 9:02"
14314,"放手飞吧少年。	2017/10/26 12:41","刺激皮肤，给我放首我们的时光。	2017/10/26 12:56","给我放首兰花花。	2017/10/26 13:12"
14315,"三。	2017/12/19 23:07","睡前故事。	2017/12/19 23:08","温柔音乐。	2017/12/19 23:09"
14316,"我要听的士高音乐。	2017/10/26 17:20","我要打电话。	2017/10/26 17:21","听周杰伦的歌。	2017/10/26 17:21"
14317,"下载歌。	2017/10/26 1:46","下载。	2017/10/26 1:47","下载歌。	2017/10/26 1:47"
14318,"我要去河南张家口。	2017/11/29 13:15","打开收音机。	2017/11/29 13:15","我要听歌。	2017/11/29 13:15"
14319,"一晃就老了。	2017/11/29 11:19","一晃就老了。	2017/11/29 11:19","嘻哈。	2017/11/29 11:19"
14320,"方向的间距比较大，所有的坚持就是，你叫什么名字，是无效的。	2017/11/29 15:11","叫小凯。	2017/11/29 15:11","小凯，停止放音乐，几个都开到20多万公里了。	2017/11/29 15:12"
14321,"因为已经有人向李世民的说，长孙无忌权。	2017/11/29 9:56","李世民是我的猜测。	2017/11/29 9:56","不管怎么说？	2017/11/29 9:57"
14322,"早上好。	2017/11/29 8:24","那我给你发过去短信微信里面好吧。	2017/11/29 12:30","那好吧那你还好吗？	2017/11/29 12:31"
14323,"星星点灯。	2017/10/26 20:51","他不正常。	2017/10/26 20:51","我要听郑智化的星星点灯。	2017/10/26 21:02"
14324,"自行车是什么。	2017/12/20 21:46","画策是什么。	2017/12/20 21:47","给我点一首马。	2017/12/20 21:47"
14325,"You Are My Sunshine。	2017/10/26 16:25","omg。	2017/10/26 16:30","干物女。	2017/10/26 18:27"
14326,"依然抱着你哭。	2017/10/26 17:48","抱着你哭。	2017/10/26 17:48","许多年以后。	2017/10/26 17:48"
14327,"嗯，想想。	2017/11/29 21:03","他肯定就是不在这里了。	2017/11/29 21:17","他也是从武汉吗，他也到红谷滩去了，发票不晓得是不是这样的，问下老李在哪里。	2017/11/29 21:17"
14328,"那个音乐放刘德华呗。	2017/11/29 20:02","惊悚。	2017/11/29 20:04","爱你一万年。	2017/11/29 20:04"
14329,"给我。	2017/11/25 21:29","我想听故事。	2017/11/25 21:29","小兔子乖乖的那个歌。	2017/11/25 21:42"
14330,"神奇小新。	2017/11/29 11:45","陈琦的小溪。	2017/11/29 11:46","你不知道我知道。	2017/11/29 11:46"
14331,"俺跳舞一下	2017/10/26 15:38","俺在呢	2017/10/26 15:39","你跳小苹果	2017/10/26 15:39"
14332,"为什么没见雨夹雪？	2017/11/29 7:52","今天不是应该下雪了吗为什么没见血？	2017/11/29 7:52","什么时候下雪。	2017/11/29 7:52"
14333,"播放好听的节目。	2017/12/3 13:26","绑定设备。	2017/12/3 14:53","说找我干嘛你跟她说话就行了，还有这个这个这个声音小呢，拍下这边这边是做大生意呢，最怕。	2017/12/3 14:54"
14334,"大岩子。	2017/11/29 15:08","带我去双楠。	2017/11/29 15:08","让两个孩子你聊，咱俩谈恋爱是这样的人。	2017/11/29 15:09"
14335,"哪里有卖的吗，我卖三个妞，我跳的多刷一场。	2017/10/26 11:13","海天。	2017/10/26 11:13","你咋没给他面子妈呀。	2017/10/26 11:13"
14336,"颍上县。	2017/10/26 16:00","颍上县50铺。	2017/10/26 16:01","hello你好。	2017/10/26 16:09"
14337,"王子	2017/11/29 19:36","一来我也想帅哥	2017/11/29 19:36","我们不是情侣的歌	2017/11/29 19:37"
14338,"歌曲外婆的澎湖湾。	2017/11/18 20:41","唱首青藏高原。	2017/11/19 19:15","铁窗泪。	2017/11/19 19:18"
14339,"音乐	2017/10/26 17:21","打开音乐，有无线网络。	2017/11/29 17:45","打开音乐，那个锁着说说爱，这个就是现实啊，我们都没动，你要是说要。	2017/11/29 17:45"
14340,"学英语。	2017/12/27 19:30","跳舞。	2017/12/27 19:31","儿歌世上只有妈妈好。	2017/12/27 19:36"
14341,"肖霞。	2017/11/29 10:10","王鹏。	2017/11/29 10:11","拉丁。	2017/11/29 10:11"
14342,"我要听雪。	2017/10/26 18:47","我要听徐良的虐心。	2017/10/26 19:17","我要听飞向别人的床。	2017/10/26 22:17"
14343,"那个桌子啊。	2017/10/26 10:22","今天天气	2017/10/26 10:22","播李克勤的梦中太复杂孟楠的五种。	2017/10/26 10:23"
14344,"放歌。	2017/11/13 12:56","讲个笑话。	2017/11/13 12:56","唱歌。	2017/11/14 21:41"
14345,"跳个舞。	2017/11/1 12:07","关灯。	2017/11/1 12:08","放首吉祥三宝吧。	2017/11/1 12:09"
14346,"怎样表达。	2017/11/12 18:19","唱牡丹。	2017/11/12 18:20","唱一首往事只能回味。	2017/11/12 18:20"
14347,"就刚涛卖无。	2017/11/29 10:53","凉凉。	2017/11/29 10:58","才才才。	2017/11/29 11:06"
14348,"让他回答。	2017/12/19 18:14","等会儿吧还有鸟笼。	2017/12/19 18:14","我看你回答。	2017/12/19 18:14"
14349,"三只小猪。	2017/12/14 18:18","三只小熊。	2017/12/14 18:18","三只小熊。	2017/12/15 8:49"
14350,"超急快递。	2017/10/26 13:45","离婚律师。	2017/10/26 13:56","老炮儿。	2017/10/26 13:58"
14351,"我很想你旋律。	2017/10/26 16:13","黄青年。	2017/10/26 22:40","黄金有黄金有。	2017/10/26 22:42"
14352,"又在。	2017/11/29 14:07","请给我点首今夜你又和谁约会。	2017/11/29 14:08","给我点首你还是从前的你吗？	2017/11/29 14:13"
14353,"最炫民族风啊。	2017/10/26 20:17","等你等了那么久。	2017/10/26 20:18","北国之春。	2017/10/26 20:19"
14354,"唱首歌吧。	2017/12/30 7:13","念一个灰姑娘的故事。	2017/12/30 7:15","拔萝卜。	2017/12/30 7:48"
14355,"你好，三小燕子。	2017/12/21 12:15","放一首搞笑。	2017/12/21 12:16","你好，看一首歌。	2017/12/21 12:17"
14356,"谢谢大家开心就好	2017/10/26 19:18","哈哈哈哈哈哈哈哈哈哈哈哈	2017/10/26 19:18","一看见你我就好开心	2017/10/26 19:18"
14357,"给他讲恐龙的故事。	2017/12/22 20:54","卡农故事。	2017/12/22 21:28","小飞机。	2017/12/23 20:55"
14358,"背的唐诗。	2017/10/26 15:16","吉祥三宝。	2017/10/26 15:16","小苹果。	2017/10/26 15:34"
14359,"哦，等你们的羊天下就是新都路福田区委对面。	2017/10/26 17:11","应该不是那种。	2017/10/26 17:11","就这样走了。	2017/10/26 17:11"
14360,"小手拍拍。	2017/12/21 9:23","泥娃娃。	2017/12/21 9:31","唱小手拍拍。	2017/12/21 18:47"
14361,"中秋节吃什么。	2017/11/24 20:34","情人节送什么。	2017/11/24 20:34","总有一个人付出，2月14日是干什么的。	2017/11/24 20:34"
14362,"大点声音。	2017/11/29 23:25","给我讲个笑话。	2017/11/29 23:28","来给哥唱支歌。	2017/11/29 23:29"
14363,"我叫什么名字。	2017/12/21 20:01","我在。	2017/12/21 20:02","我要听喜欢你。	2017/12/21 20:07"
14364,"播放把酒倒满。	2017/10/26 7:50","放小肥火。	2017/10/26 17:13","孝琳的好播放小水果。	2017/10/26 17:13"
14365,"三生三世。	2017/11/29 13:47","打电话给李四。	2017/11/29 13:48","三生三世。	2017/11/29 13:49"
14366,"沙和尚。	2017/12/19 21:30","方便面。	2017/12/19 21:30","贝瓦儿歌。	2017/12/19 21:30"
14367,"五只小鸭。	2017/10/26 19:08","五只小鸭不听话。	2017/10/26 19:09","哎。	2017/10/26 19:30"
14368,"刘德华的歌。	2017/11/29 16:16","张学友的歌呀。	2017/11/29 17:38","王菲的歌。	2017/11/29 17:41"
14369,"你可不可以陪我一起玩呀。	2017/12/20 21:43","你可不可以咱们一起玩呀？	2017/12/20 21:44","你可不可以给我唱一个。	2017/12/20 21:44"
14370,"然后呢？	2017/12/23 10:11","一。	2017/12/23 10:11","你妹的你有老婆吗你有老公吗？	2017/12/23 10:11"
14371,"你想说什么。	2017/11/29 9:09","我生日那天你会做什么。	2017/11/29 9:09","那么厉害吗，比我还厉害吗？	2017/11/29 9:09"
14372,"赞美你。	2017/12/21 8:13","美女。	2017/12/21 8:13","这一天就放音乐商店的人。	2017/12/21 8:13"
14373,"放一首等你等了那么久。	2017/12/25 21:56","听个儿歌。	2017/12/25 22:02","唱一首青藏高原。	2017/12/25 22:08"
14374,"一会儿给我。	2017/12/25 21:24","给我一起我三字经的游戏吧。	2017/12/25 21:24","给我唱摇篮曲。	2017/12/25 21:33"
14375,"好吧这里没有纸。	2017/12/30 8:46","五岁了。	2017/12/30 8:47","听我的鼓励。	2017/12/30 8:47"
14376,"看看我的车还剩多少的油。	2017/10/26 18:23","我给你取个名字叫傻逼，怎么样？	2017/10/26 18:24","放首周杰伦的晴天。	2017/10/26 21:21"
14377,"我要听我们不一样。	2017/10/26 21:23","我要听一个人的北京。	2017/10/26 21:29","我要听悟空。	2017/10/26 21:31"
14378,"该休息不休息。	2017/11/29 23:23","哇，小车都没公德心了。	2017/11/29 23:23","我要听成都。	2017/11/29 23:23"
14379,"哥只是个传说。	2017/11/29 6:07","在我心里永远有个你。	2017/11/29 6:07","有没有人告诉你。	2017/11/29 6:08"
14380,"天后陈势安。	2017/12/26 20:20","猫不见了怎么办？	2017/12/28 22:19","周杰伦。	2017/12/30 10:12"
14381,"孙悟空的家好吗？	2017/12/22 9:40","唱一首红楼梦我听。	2017/12/22 9:41","听首黛玉藏花。	2017/12/22 9:42"
14382,"宝贝的名字叫何继。	2017/12/31 18:46","字母歌。	2017/12/31 18:46","广州爱情故事。	2017/12/31 19:00"
14383,"唱一首歌叫亲人。	2017/12/31 16:41","听一首儿歌。	2017/12/31 16:53","我要听。	2017/12/31 16:58"
14384,"你吃饭了吗？	2017/12/16 17:08","三岁的小朋友也喜欢我一些十万个为什么，冬天为什么会下雪啊什么的也都可以？	2017/12/16 17:08","讲个故事儿歌呀。	2017/12/16 17:08"
14385,"智力机器人，哈喽。	2017/12/28 21:19","呀。	2017/12/30 8:04","想要听男人哭吧不是罪。	2017/12/30 8:04"
14386,"成都。	2017/10/26 15:08","你会爱我到什么时候。	2017/10/26 21:54","我要听城东。	2017/11/29 13:44"
14387,"第一人民医院儿童医院。	2017/10/26 10:27","养你0.01分。	2017/10/26 10:31","我想听想你0.01分。	2017/10/26 10:32"
14388,"王恩哥在微。	2017/11/29 19:15","某个猪在飞，哪有还有我哥哥，大闺女。	2017/11/29 19:16","我的盖盖被子。	2017/11/29 19:22"
14389,"唱首白龙马。	2017/11/21 9:14","数鸭子。	2017/11/21 9:28","唱首。	2017/11/21 9:36"
14390,"走过咖啡屋。	2017/10/26 14:09","我被青春撞了一下腰。	2017/10/26 14:14","月亮之上。	2017/10/26 14:17"
14391,"什么意思。	2017/12/25 14:17","不好笑啊。	2017/12/25 14:17","我不要听你刚刚放的那个歌。	2017/12/25 14:17"
14392,"我有一个好爸爸。	2017/12/19 19:54","天气，唱一首。	2017/12/19 19:55","看女人没有错。	2017/12/19 20:36"
14393,"给我放一下冷漠的歌曲。	2017/10/26 20:27","给我放一下高安的歌曲。	2017/10/26 20:33","给我放一下伤心城市。	2017/10/26 20:44"
14394,"一个。	2017/11/29 21:04","听一个大哲。	2017/11/29 21:04","大头儿子小头爸爸。	2017/11/29 21:04"
14395,"干啥呢？	2017/11/29 11:14","曾乐？	2017/11/29 11:15","因为你爱我。	2017/11/29 11:15"
14396,"讲个笑话。	2017/10/26 12:22","Haze。	2017/10/26 12:22","谢谢，他的笑话儿，回来或者话吧，你不懂。	2017/10/26 12:22"
14397,"笑话。	2017/12/8 15:45","讲一个笑话，没了。	2017/12/8 15:46","还有座山，说对她说你声音调大一点。	2017/12/8 15:46"
14398,"一生一几周。	2017/11/29 20:18","哪些朋友一起走。	2017/11/29 20:18","偷偷的哭。	2017/11/29 20:21"
14399,"打开电子狗。	2017/11/29 21:23","流水的兵。	2017/11/29 23:04","放一首小苹果。	2017/11/29 23:04"
14400,"帮我联网。	2017/12/27 14:43","绑定设备。	2017/12/27 14:44","鲁冰花。	2017/12/27 14:49"
14401,"干嘛。	2017/12/31 17:25","哇。	2017/12/31 17:25","我要听。	2017/12/31 17:26"
14402,"打开视频。	2017/11/29 11:25","骐瑞。	2017/11/29 11:25","嗨嗨音乐。	2017/11/29 11:25"
14403,"看一下变魔术的时间到了。	2017/11/12 11:11","然后按照从左到右从小到大的顺序。	2017/11/12 11:11","太棒了。	2017/11/12 11:11"
14404,"同一个地球。	2017/10/26 7:10","不要忘记我爱你。	2017/10/26 7:19","好吗的意思，亲。	2017/10/26 16:49"
14405,"娜。	2017/11/29 18:29","突然的自我。	2017/11/29 18:29","伍佰的突然的自我。	2017/11/29 18:30"
14406,"我操你妈的逼你给我暂停播放。	2017/11/29 20:10","暂停音乐。	2017/11/29 20:10","音乐，广东爱情故事。	2017/11/29 20:14"
14407,"唱首儿歌。	2017/11/6 23:02","你是哪个公司生产的。	2017/11/6 23:03","老婆是顺产你不知道我是谁。	2017/11/6 23:03"
14408,"请帮我记住我的生日是1986年8月初九。	2017/12/20 11:49","我的生日是。	2017/12/20 11:49","来个笑话听听。	2017/12/20 11:49"
14409,"挚爱。	2017/11/5 12:08","唱歌挚爱。	2017/11/5 12:08","鹿晗挚爱。	2017/11/5 12:09"
14410,"来一首大悲咒。	2017/11/2 10:23","唱一首大悲咒。	2017/11/2 10:23","唱一首萨顶顶的大悲咒。	2017/11/2 10:24"
14411,"去宿州东站打开导航。	2017/11/29 12:48","300米有闯红灯拍照限速40公里英里超速限速40公里。	2017/11/29 13:48","放一首小苹果。	2017/11/29 16:19"
14412,"哦。	2017/11/14 18:10","今天娄底天气怎么样？	2017/11/14 18:38","暗里着迷。	2017/11/14 18:39"
14413,"甲无语。	2017/11/29 18:14","放歌曲。	2017/11/29 18:14","家庭苏州吧，歌曲。	2017/11/29 18:15"
14414,"来一首小白兔乖乖。	2017/12/27 21:17","转。	2017/12/27 21:20","在贵阳，小白兔乖乖。	2017/12/27 21:20"
14415,"一会儿，什么颜色又改啦一会儿不好意思。	2017/11/29 11:13","挥霍。	2017/11/29 11:14","我要听歌	2017/11/29 13:19"
14416,"啦啦啦啦啦。	2017/11/29 20:00","放音乐，啪啪啦啦啦啦啦。	2017/11/29 20:00","你会干什么，啦啦啦啦。	2017/11/29 20:00"
14417,"我妈妈才。	2017/11/29 18:01","三二一。	2017/11/29 20:32","放首歌。	2017/11/29 20:54"
14418,"唱歌。	2017/11/13 13:27","播放郑源的歌。	2017/11/30 3:41","小苹果。	2017/12/6 22:13"
14419,"葫芦娃。	2017/12/21 17:06","听一首葫芦娃的歌。	2017/12/21 17:06","放一首白虎。	2017/12/21 17:08"
14420,"我现在就要看。	2017/12/24 16:59","你给我唱一首儿歌。	2017/12/24 17:00","你给我唱一首劲爆点的歌呗。	2017/12/24 17:06"
14421,"设置音乐演唱的歌曲，就这样披着狼的一晚他都不禁里面唱的。	2017/11/29 10:23","做影视。	2017/11/29 10:23","自新白娘子传奇演唱会，正常的。	2017/11/29 10:30"
14422,"唱一首15的月亮。	2017/11/12 17:21","播放一首董文华的15的月亮。	2017/11/12 17:23","唱一首十送红军。	2017/11/12 17:24"
14423,"小薇你好。	2017/10/26 13:44","退出所有程序。	2017/10/26 13:45","我要听歌。	2017/10/26 13:45"
14424,"跳个舞。	2017/11/5 15:41","安静的，htc。	2017/11/5 15:42","放首儿歌。	2017/11/5 15:43"
14425,"棒棒糖。	2017/12/28 19:31","唱狗。	2017/12/28 19:32","一首刘德华的歌。	2017/12/28 19:33"
14426,"投资的。	2017/10/26 10:48","头文字d。	2017/10/26 10:48","小峰峰。	2017/11/29 10:23"
14427,"我想做我想做你的新娘。	2017/11/29 8:47","爱情公寓。	2017/11/29 8:57","家和万事兴的歌。	2017/11/29 10:03"
14428,"播放一首我们不一样，大壮唱的。	2017/11/29 16:51","播放一首远走高飞。	2017/11/29 16:51","放一首过客。	2017/11/29 16:56"
14429,"摇篮曲。	2017/12/28 23:39","睡吧睡吧我亲爱的宝贝是什么歌。	2017/12/28 23:42","莫文蔚的阴天。	2017/12/28 23:43"
14430,"妈妈电话是多少。	2017/12/29 11:23","麻烦呢？	2017/12/29 11:24","大海。	2017/12/29 11:24"
14431,"爱莎。	2017/11/29 14:32","长歌。	2017/11/29 14:32","金志文的缘。	2017/11/29 14:33"
14432,"我想听小毛驴。	2017/12/27 16:37","我想听儿歌小毛驴。	2017/12/27 16:38","我要听。	2017/12/27 16:41"
14433,"王少堂。	2017/10/26 15:58","郑健。	2017/10/26 15:58","请放小兔子乖乖。	2017/10/26 16:08"
14434,"琅琊山没有。	2017/10/26 19:40","来首。	2017/10/26 19:40","暂停音乐。	2017/10/26 19:41"
14435,"听见没啊，去痘痘，才能在。	2017/12/17 14:10","我吃饭啦。	2017/12/17 14:10","我知道啦我是我们先吃饭。	2017/12/17 14:11"
14436,"哎。	2017/12/8 16:10","会议室啊。	2017/12/8 16:10","要他唱歌给你听啊。	2017/12/8 16:11"
14437,"说话。	2017/11/26 18:08","啊。	2017/11/26 18:08","大王叫我来巡山。	2017/11/26 18:08"
14438,"十万个为什么说有其他的什么吗？	2017/11/22 18:09","什么路会不会啊。	2017/11/22 18:09","什么时候学会呀。	2017/11/22 18:09"
14439,"e道航。	2017/11/29 9:41","打开导航。	2017/11/29 9:41","你好大海。	2017/11/29 10:17"
14440,"什么是原始股。	2017/12/23 20:31","唱一首歌吧。	2017/12/23 20:31","给老师唱一首生日歌。	2017/12/23 20:34"
14441,"真正的大鱼。	2017/10/26 21:10","FM。	2017/10/26 21:10","张碧晨的凉凉。	2017/10/26 21:16"
14442,"唱一首小丑。	2017/12/8 21:06","小猪佩奇。	2017/12/8 21:06","唱一首汪峰对。	2017/12/8 21:11"
14443,"打开高清行车记录仪。	2017/10/26 11:45","打开高清行车记录仪。	2017/10/26 11:45","轻音乐。	2017/10/26 11:54"
14444,"唱一首甜蜜蜜。	2017/11/9 19:10","萍聚。	2017/11/9 19:14","小苹果。	2017/11/9 19:16"
14445,"你是不是个傻逼。	2017/10/26 20:06","丁丁你是不是有点傻。	2017/10/26 20:06","明天你好。	2017/10/26 20:06"
14446,"到位。	2017/12/30 22:32","超赞的。	2017/12/30 22:32","白龙马。	2017/12/30 22:35"
14447,"我爱跳舞。	2017/10/26 20:39","我爱洗澡。	2017/10/26 20:42","我爱我的幼儿园。	2017/11/29 19:26"
14448,"放一首断情悲。	2017/10/26 8:10","换一首老公爱老婆。	2017/10/26 8:12","多几首情歌。	2017/10/26 8:13"
14449,"丁咚我要播放音乐。	2017/11/29 18:23","丁咚我要夫妻双双把家还。	2017/11/29 18:23","丁咚我要听心雨。	2017/11/29 18:24"
14450,"再来一个。	2017/10/26 10:25","我要听音乐。	2017/10/26 14:13","我要听音乐。	2017/10/26 17:45"
14451,"牡丹花接报么挖，你嫉妒又嫉妒又开始。	2017/10/26 8:23","请放一首牡丹花。	2017/10/26 8:24","九放一首苦咖啡。	2017/10/26 8:33"
14452,"我要听微微一笑很倾城。	2017/11/29 11:58","我要听有点甜。	2017/11/29 11:58","我要听没有什么不同。	2017/11/29 11:59"
14453,"嘻嘻嘻嘻。	2017/12/23 10:38","我就是喜欢你哦。	2017/12/23 10:38","唱一首。	2017/12/23 19:35"
14454,"嗯。	2017/12/30 9:20","爸爸了。	2017/12/30 9:20","虫儿飞。	2017/12/30 9:21"
14455,"播放，霸王龙。	2017/11/29 7:42","开车。	2017/11/29 7:42","播放霸王龙。	2017/11/29 7:42"
14456,"你是傻逼吗？	2017/11/25 20:38","神经。	2017/11/25 20:38","对，我不喜欢你。	2017/11/25 20:38"
14457,"这个有的东西啊。	2017/11/11 11:37","跳个舞。	2017/11/11 11:38","谢谢你的鼓励。	2017/11/11 11:39"
14458,"关闭导航。	2017/11/29 14:27","暂停音乐。	2017/11/29 14:32","唱一首凤两种喜欢的歌。	2017/11/29 14:45"
